"age_group";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"18-49";"Dose Two";2021-03-09;25;19154;0.0367547248616477
"18-49";"Dose Two";2021-03-10;22;19154;0.0379033100135742
"18-49";"Dose Two";2021-03-11;30;19154;0.0394695624934739
"18-49";"Dose Two";2021-03-12;49;19154;0.0420277748773102
"18-49";"Dose Two";2021-03-13;1;19154;0.0420799832933069
"18-49";"Dose Two";2021-03-15;16;19154;0.0429153179492534
"18-49";"Dose Two";2021-03-16;15;19154;0.0436984441892033
"18-49";"Dose Two";2021-03-17;36;19154;0.045577947165083
"18-49";"Dose Two";2021-03-18;36;19154;0.0474574501409627
"18-49";"Dose Two";2021-03-19;27;19154;0.0488670773728725
"18-49";"Dose Two";2021-03-20;5;19154;0.0491281194528558
"18-49";"Dose Two";2021-03-22;1;19154;0.0491803278688525
"18-49";"Dose Two";2021-03-23;12;19154;0.0498068288608124
"18-49";"Dose Two";2021-03-24;10;19154;0.050328913020779
"18-49";"Dose Two";2021-03-25;10;19154;0.0508509971807455
"18-49";"Dose Two";2021-03-26;9;19154;0.0513208729247155
"18-49";"Dose Two";2021-03-28;1;19154;0.0513730813407121
"18-49";"Dose Two";2021-03-29;4;19154;0.0515819150046988
"18-49";"Dose Two";2021-03-30;8;19154;0.051999582332672
"18-49";"Dose Two";2021-03-31;12;19154;0.0526260833246319
"18-49";"Dose Two";2021-04-01;8;19154;0.0530437506526052
"18-49";"Dose Two";2021-04-02;1;19154;0.0530959590686019
"18-49";"Dose Two";2021-04-05;1;19154;0.0531481674845985
"18-49";"Dose Two";2021-04-06;11;19154;0.0537224600605618
"18-49";"Dose Two";2021-04-07;10;19154;0.0542445442205284
"18-49";"Dose Two";2021-04-08;8;19154;0.0546622115485016
"18-49";"Dose Two";2021-04-09;11;19154;0.0552365041244649
"18-49";"Dose Two";2021-04-12;5;19154;0.0554975462044482
"18-49";"Dose Two";2021-04-13;4;19154;0.0557063798684348
"18-49";"Dose Two";2021-04-14;20;19154;0.056750548188368
"18-49";"Dose Two";2021-04-15;31;19154;0.0583690090842644
"18-49";"Dose Two";2021-04-16;47;19154;0.0608228046361073
"18-49";"Dose Two";2021-04-19;72;19154;0.0645818105878668
"18-49";"Dose Two";2021-04-20;29;19154;0.0660958546517699
"18-49";"Dose Two";2021-04-21;62;19154;0.0693327764435627
"18-49";"Dose Two";2021-04-22;85;19154;0.0737704918032787
"18-49";"Dose Two";2021-04-23;104;19154;0.0792001670669312
"18-49";"Dose Two";2021-04-24;2;19154;0.0793045838989245
"18-49";"Dose Two";2021-04-25;1;19154;0.0793567923149212
"18-49";"Dose Two";2021-04-26;89;19154;0.0840033413386238
"18-49";"Dose Two";2021-04-27;98;19154;0.0891197661062963
"18-49";"Dose Two";2021-04-28;76;19154;0.0930876057220424
"18-49";"Dose Two";2021-04-29;47;19154;0.0955414012738854
"18-49";"Dose Two";2021-04-30;17;19154;0.0964289443458285
"18-49";"Dose Two";2021-05-02;1;19154;0.0964811527618252
"18-49";"Dose Two";2021-05-03;8;19154;0.0968988200897985
"18-49";"Dose Two";2021-05-04;61;19154;0.100083533465595
"18-49";"Dose Two";2021-05-05;55;19154;0.102954996345411
"18-49";"Dose Two";2021-05-06;69;19154;0.10655737704918
"18-49";"Dose Two";2021-05-07;57;19154;0.10953325676099
"18-49";"Dose Two";2021-05-08;1;19154;0.109585465176987
"18-49";"Dose Two";2021-05-10;37;19154;0.111517176568863
"18-49";"Dose Two";2021-05-11;44;19154;0.113814346872716
"18-49";"Dose Two";2021-05-12;56;19154;0.116738018168529
"18-49";"Dose Two";2021-05-13;64;19154;0.120079356792315
"18-49";"Dose Two";2021-05-14;51;19154;0.122741986008145
"18-49";"Dose Two";2021-05-15;6;19154;0.123055236504124
"18-49";"Dose Two";2021-05-16;1;19154;0.123107444920121
"18-49";"Dose Two";2021-05-17;58;19154;0.126135533047927
"18-49";"Dose Two";2021-05-18;60;19154;0.129268038007727
"18-49";"Dose Two";2021-05-19;34;19154;0.131043124151613
"18-49";"Dose Two";2021-05-20;47;19154;0.133496919703456
"18-49";"Dose Two";2021-05-21;31;19154;0.135115380599353
"18-49";"Dose Two";2021-05-22;2;19154;0.135219797431346
"18-49";"Dose Two";2021-05-23;1;19154;0.135272005847343
"18-49";"Dose Two";2021-05-24;14;19154;0.136002923671296
"18-49";"Dose Two";2021-05-25;67;19154;0.139500887543072
"18-49";"Dose Two";2021-05-26;34;19154;0.141275973686958
"18-49";"Dose Two";2021-05-27;73;19154;0.145087188054714
"18-49";"Dose Two";2021-05-28;142;19154;0.15250078312624
"18-49";"Dose Two";2021-05-29;76;19154;0.156468622741986
"18-49";"Dose Two";2021-05-30;70;19154;0.160123211861752
"18-49";"Dose Two";2021-05-31;132;19154;0.167014722773311
"18-49";"Dose Two";2021-06-01;102;19154;0.17233998120497
"18-49";"Dose Two";2021-06-02;108;19154;0.177978490132609
"18-49";"Dose Two";2021-06-03;92;19154;0.182781664404302
"18-49";"Dose Two";2021-06-04;151;19154;0.190665135219797
"18-49";"Dose Two";2021-06-05;63;19154;0.193954265427587
"18-49";"Dose Two";2021-06-06;38;19154;0.19593818523546
"18-49";"Dose Two";2021-06-07;37;19154;0.197869896627336
"18-49";"Dose Two";2021-06-08;98;19154;0.202986321395009
"18-49";"Dose Two";2021-06-09;66;19154;0.206432076850788
"18-49";"Dose Two";2021-06-10;92;19154;0.211235251122481
"18-49";"Dose Two";2021-06-11;87;19154;0.21577738331419
"18-49";"Dose Two";2021-06-12;24;19154;0.21703038529811
"18-49";"Dose Two";2021-06-13;9;19154;0.21750026104208
"18-49";"Dose Two";2021-06-14;40;19154;0.219588597681946
"18-49";"Dose Two";2021-06-15;57;19154;0.222564477393756
"18-49";"Dose Two";2021-06-16;52;19154;0.225279315025582
"18-49";"Dose Two";2021-06-17;81;19154;0.229508196721311
"18-49";"Dose Two";2021-06-18;69;19154;0.233110577425081
"18-49";"Dose Two";2021-06-19;20;19154;0.234154745745014
"18-49";"Dose Two";2021-06-20;7;19154;0.234520204656991
"18-49";"Dose Two";2021-06-21;41;19154;0.236660749712854
"18-49";"Dose Two";2021-06-22;43;19154;0.23890571160071
"18-49";"Dose Two";2021-06-23;54;19154;0.24172496606453
"18-49";"Dose Two";2021-06-24;26;19154;0.243082384880443
"18-49";"Dose Two";2021-06-25;100;19154;0.248303226480109
"18-49";"Dose Two";2021-06-26;98;19154;0.253419651247781
"18-49";"Dose Two";2021-06-27;89;19154;0.258066200271484
"18-49";"Dose Two";2021-06-28;209;19154;0.268977759214785
"18-49";"Dose Two";2021-06-29;198;19154;0.279315025582124
"18-49";"Dose Two";2021-06-30;265;19154;0.293150255821238
"18-49";"Dose Two";2021-07-01;269;19154;0.30719431972434
"18-49";"Dose Two";2021-07-02;369;19154;0.326459225227107
"18-49";"Dose Two";2021-07-03;165;19154;0.335073613866555
"18-49";"Dose Two";2021-07-04;86;19154;0.339563537642268
"18-49";"Dose Two";2021-07-05;336;19154;0.357105565417145
"18-49";"Dose Two";2021-07-06;330;19154;0.374334342696043
"18-49";"Dose Two";2021-07-07;325;19154;0.391302077894957
"18-49";"Dose Two";2021-07-08;267;19154;0.405241724966065
"18-49";"Dose Two";2021-07-09;313;19154;0.421582959173019
"18-49";"Dose Two";2021-07-10;195;19154;0.431763600292367
"18-49";"Dose Two";2021-07-11;83;19154;0.43609689882009
"18-49";"Dose Two";2021-07-12;249;19154;0.449096794403258
"18-49";"Dose Two";2021-07-13;246;19154;0.461940064738436
"18-49";"Dose Two";2021-07-14;248;19154;0.474887751905607
"18-49";"Dose Two";2021-07-15;142;19154;0.482301346977133
"18-49";"Dose Two";2021-07-16;273;19154;0.496554244544221
"18-49";"Dose Two";2021-07-17;87;19154;0.50109637673593
"18-49";"Dose Two";2021-07-18;100;19154;0.506317218335596
"18-49";"Dose Two";2021-07-19;226;19154;0.518116320350841
"18-49";"Dose Two";2021-07-20;137;19154;0.525268873342383
"18-49";"Dose Two";2021-07-21;193;19154;0.535345097629738
"18-49";"Dose Two";2021-07-22;144;19154;0.542863109533257
"18-49";"Dose Two";2021-07-23;208;19154;0.553722460060562
"18-49";"Dose Two";2021-07-24;44;19154;0.556019630364415
"18-49";"Dose Two";2021-07-25;65;19154;0.559413177404198
"18-49";"Dose Two";2021-07-26;81;19154;0.563642059099927
"18-49";"Dose Two";2021-07-27;86;19154;0.56813198287564
"18-49";"Dose Two";2021-07-28;84;19154;0.572517489819359
"18-49";"Dose Two";2021-07-29;108;19154;0.578155998746998
"18-49";"Dose Two";2021-07-30;90;19154;0.582854756186697
"18-49";"Dose Two";2021-07-31;42;19154;0.585047509658557
"18-49";"Dose Two";2021-08-01;30;19154;0.586613762138457
"18-49";"Dose Two";2021-08-02;63;19154;0.589902892346246
"18-49";"Dose Two";2021-08-03;31;19154;0.591521353242143
"18-49";"Dose Two";2021-08-04;49;19154;0.594079565625979
"18-49";"Dose Two";2021-08-05;70;19154;0.597734154745745
"18-49";"Dose Two";2021-08-06;65;19154;0.601127701785528
"18-49";"Dose Two";2021-08-07;3;19154;0.601284327033518
"18-49";"Dose Two";2021-08-08;13;19154;0.601963036441474
"18-49";"Dose Two";2021-08-09;33;19154;0.603685914169364
"18-49";"Dose Two";2021-08-10;33;19154;0.605408791897254
"18-49";"Dose Two";2021-08-11;51;19154;0.608071421113083
"18-49";"Dose Two";2021-08-12;96;19154;0.613083429048763
"18-49";"Dose Two";2021-08-13;100;19154;0.618304270648429
"18-49";"Dose Two";2021-08-14;15;19154;0.619087396888378
"18-49";"Dose Two";2021-08-15;10;19154;0.619609481048345
"18-49";"Dose Two";2021-08-16;42;19154;0.621802234520205
"18-49";"Dose Two";2021-08-17;75;19154;0.625717865719954
"18-49";"Dose Two";2021-08-18;65;19154;0.629111412759737
"18-49";"Dose Two";2021-08-19;71;19154;0.6328182102955
"18-49";"Dose Two";2021-08-20;68;19154;0.636368382583272
"18-49";"Dose Two";2021-08-21;51;19154;0.639031011799102
"18-49";"Dose Two";2021-08-22;10;19154;0.639553095959069
"18-49";"Dose Two";2021-08-23;67;19154;0.643051059830845
"18-49";"Dose Two";2021-08-24;99;19154;0.648219693014514
"18-49";"Dose Two";2021-08-25;67;19154;0.65171765688629
"18-49";"Dose Two";2021-08-26;77;19154;0.655737704918033
"18-49";"Dose Two";2021-08-27;94;19154;0.660645296021719
"18-49";"Dose Two";2021-08-28;25;19154;0.661950506421635
"18-49";"Dose Two";2021-08-29;12;19154;0.662577007413595
"18-49";"Dose Two";2021-08-30;45;19154;0.664926386133445
"18-49";"Dose Two";2021-08-31;44;19154;0.667223556437298
"18-49";"Dose Two";2021-09-01;40;19154;0.669311893077164
"18-49";"Dose Two";2021-09-02;35;19154;0.671139187637047
"18-49";"Dose Two";2021-09-03;61;19154;0.674323901012843
"18-49";"Dose Two";2021-09-04;15;19154;0.675107027252793
"18-49";"Dose Two";2021-09-05;6;19154;0.675420277748773
"18-49";"Dose Two";2021-09-06;39;19154;0.677456405972643
"18-49";"Dose Two";2021-09-07;16;19154;0.678291740628589
"18-49";"Dose Two";2021-09-08;14;19154;0.679022658452543
"18-49";"Dose Two";2021-09-09;31;19154;0.680641119348439
"18-49";"Dose Two";2021-09-10;34;19154;0.682416205492325
"18-49";"Dose Two";2021-09-11;6;19154;0.682729455988305
"18-49";"Dose Two";2021-09-12;5;19154;0.682990498068289
"18-49";"Dose Two";2021-09-13;11;19154;0.683564790644252
"18-49";"Dose Two";2021-09-14;22;19154;0.684713375796178
"18-49";"Dose Two";2021-09-15;18;19154;0.685653127284118
"18-49";"Dose Two";2021-09-16;19;19154;0.686645087188055
"18-49";"Dose Two";2021-09-17;23;19154;0.687845880755978
"18-49";"Dose Two";2021-09-18;12;19154;0.688472381747938
"18-49";"Dose Two";2021-09-19;2;19154;0.688576798579931
"18-49";"Dose Two";2021-09-20;20;19154;0.689620966899864
"18-49";"Dose Two";2021-09-21;16;19154;0.690456301555811
"18-49";"Dose Two";2021-09-22;11;19154;0.691030594131774
"18-49";"Dose Two";2021-09-23;17;19154;0.691918137203717
"18-49";"Dose Two";2021-09-24;12;19154;0.692544638195677
"18-49";"Dose Two";2021-09-25;9;19154;0.693014513939647
"18-49";"Dose Two";2021-09-27;22;19154;0.694163099091574
"18-49";"Dose Two";2021-09-28;20;19154;0.695207267411507
"18-49";"Dose Two";2021-09-29;24;19154;0.696460269395426
"18-49";"Dose Two";2021-09-30;19;19154;0.697452229299363
"18-49";"Dose Two";2021-10-01;8;19154;0.697869896627336
"18-49";"Dose Two";2021-10-02;2;19154;0.69797431345933
"18-49";"Dose Two";2021-10-03;1;19154;0.698026521875326
"18-49";"Dose Two";2021-10-04;7;19154;0.698391980787303
"18-49";"Dose Two";2021-10-05;15;19154;0.699175107027253
"18-49";"Dose Two";2021-10-06;17;19154;0.700062650099196
"18-49";"Dose Two";2021-10-07;17;19154;0.700950193171139
"18-49";"Dose Two";2021-10-08;13;19154;0.701628902579096
"18-49";"Dose Two";2021-10-09;3;19154;0.701785527827086
"18-49";"Dose Two";2021-10-11;5;19154;0.702046569907069
"18-49";"Dose Two";2021-10-12;2;19154;0.702150986739062
"18-49";"Dose Two";2021-10-13;25;19154;0.703456197138979
"18-49";"Dose Two";2021-10-14;8;19154;0.703873864466952
"18-49";"Dose Two";2021-10-15;11;19154;0.704448157042915
"18-49";"Dose Two";2021-10-16;1;19154;0.704500365458912
"18-49";"Dose Two";2021-10-17;1;19154;0.704552573874909
"18-49";"Dose Two";2021-10-18;7;19154;0.704918032786885
"18-49";"Dose Two";2021-10-19;9;19154;0.705387908530855
"18-49";"Dose Two";2021-10-20;18;19154;0.706327660018795
"18-49";"Dose Two";2021-10-21;12;19154;0.706954161010755
"18-49";"Dose Two";2021-10-22;12;19154;0.707580662002715
"18-49";"Dose Two";2021-10-23;1;19154;0.707632870418711
"18-49";"Dose Two";2021-10-24;2;19154;0.707737287250705
"18-49";"Dose Two";2021-10-25;8;19154;0.708154954578678
"18-49";"Dose Two";2021-10-26;6;19154;0.708468205074658
"18-49";"Dose Two";2021-10-27;12;19154;0.709094706066618
"18-49";"Dose Two";2021-10-28;13;19154;0.709773415474575
"18-49";"Dose Two";2021-10-29;7;19154;0.710138874386551
"18-49";"Dose Two";2021-10-30;1;19154;0.710191082802548
"18-49";"Dose Two";2021-10-31;2;19154;0.710295499634541
"18-49";"Dose Two";2021-11-02;2;19154;0.710399916466534
"18-49";"Dose Two";2021-11-03;6;19154;0.710713166962514
"18-49";"Dose Two";2021-11-04;5;19154;0.710974209042498
"18-49";"Dose Two";2021-11-05;7;19154;0.711339667954474
"18-49";"Dose Two";2021-11-06;3;19154;0.711496293202464
"18-49";"Dose Two";2021-11-07;1;19154;0.711548501618461
"18-49";"Dose Two";2021-11-08;1;19154;0.711600710034458
"18-49";"Dose Two";2021-11-09;2;19154;0.711705126866451
"18-49";"Dose Two";2021-11-10;6;19154;0.712018377362431
"18-49";"Dose Two";2021-11-11;3;19154;0.712175002610421
"18-49";"Dose Two";2021-11-12;3;19154;0.712331627858411
"18-49";"Dose Two";2021-11-14;1;19154;0.712383836274407
"18-49";"Dose Two";2021-11-15;4;19154;0.712592669938394
"18-49";"Dose Two";2021-11-16;8;19154;0.713010337266367
"18-49";"Dose Two";2021-11-17;12;19154;0.713636838258327
"18-49";"Dose Two";2021-11-18;9;19154;0.714106714002297
"18-49";"Dose Two";2021-11-19;9;19154;0.714576589746267
"18-49";"Dose Two";2021-11-20;7;19154;0.714942048658244
"18-49";"Dose Two";2021-11-21;6;19154;0.715255299154224
"18-49";"Dose Two";2021-11-22;12;19154;0.715881800146184
"18-49";"Dose Two";2021-11-23;18;19154;0.716821551634123
"18-49";"Dose Two";2021-11-24;25;19154;0.71812676203404
"18-49";"Dose Two";2021-11-25;27;19154;0.71953638926595
"18-49";"Dose Two";2021-11-26;33;19154;0.721259266993839
"18-49";"Dose Two";2021-11-27;17;19154;0.722146810065783
"18-49";"Dose Two";2021-11-28;12;19154;0.722773311057743
"18-49";"Dose Two";2021-11-29;14;19154;0.723504228881696
"18-49";"Dose Two";2021-11-30;25;19154;0.724809439281612
"18-49";"Dose Two";2021-12-01;27;19154;0.726219066513522
"18-49";"Dose Two";2021-12-02;51;19154;0.728881695729352
"18-49";"Dose Two";2021-12-03;28;19154;0.730343531377258
"18-49";"Dose Two";2021-12-04;4;19154;0.730552365041245
"18-49";"Dose Two";2021-12-05;7;19154;0.730917823953221
"18-49";"Dose Two";2021-12-06;2;19154;0.731022240785215
"18-49";"Dose Two";2021-12-07;16;19154;0.731857575441161
"18-49";"Dose Two";2021-12-08;1;19154;0.731909783857158
"18-49";"Dose Two";2021-12-09;31;19154;0.733528244753054
"18-49";"Dose Two";2021-12-10;30;19154;0.735094497232954
"18-49";"Dose Two";2021-12-11;4;19154;0.735303330896941
"18-49";"Dose Two";2021-12-12;3;19154;0.735459956144931
"18-49";"Dose Two";2021-12-13;15;19154;0.73624308238488
"18-49";"Dose Two";2021-12-14;27;19154;0.73765270961679
"18-49";"Dose Two";2021-12-15;34;19154;0.739427795760677
"18-49";"Dose Two";2021-12-16;34;19154;0.741202881904563
"18-49";"Dose Two";2021-12-17;27;19154;0.742612509136473
"18-49";"Dose Two";2021-12-18;5;19154;0.742873551216456
"18-49";"Dose Two";2021-12-19;2;19154;0.742977968048449
"18-49";"Dose Two";2021-12-20;15;19154;0.743761094288399
"18-49";"Dose Two";2021-12-21;31;19154;0.745379555184296
"18-49";"Dose Two";2021-12-22;24;19154;0.746632557168216
"18-49";"Dose Two";2021-12-23;24;19154;0.747885559152135
"18-49";"Dose Two";2021-12-24;5;19154;0.748146601232119
"18-49";"Dose Two";2021-12-27;24;19154;0.749399603216038
"18-49";"Dose Two";2021-12-28;20;19154;0.750443771535972
"18-49";"Dose Two";2021-12-29;17;19154;0.751331314607915
"18-49";"Dose Two";2021-12-30;18;19154;0.752271066095855
"18-49";"Dose Two";2021-12-31;6;19154;0.752584316591835
"18-49";"Dose Two";2022-01-02;9;19154;0.753054192335805
"18-49";"Dose Two";2022-01-03;6;19154;0.753367442831784
"18-49";"Dose Two";2022-01-04;19;19154;0.754359402735721
"18-49";"Dose Two";2022-01-05;9;19154;0.754829278479691
"18-49";"Dose Two";2022-01-07;12;19154;0.755455779471651
"18-49";"Dose Two";2022-01-08;6;19154;0.755769029967631
"18-49";"Dose Two";2022-01-09;4;19154;0.755977863631617
"18-49";"Dose Two";2022-01-10;17;19154;0.756865406703561
"18-49";"Dose Two";2022-01-11;10;19154;0.757387490863527
"18-49";"Dose Two";2022-01-12;18;19154;0.758327242351467
"18-49";"Dose Two";2022-01-13;23;19154;0.75952803591939
"18-49";"Dose Two";2022-01-14;21;19154;0.76062441265532
"18-49";"Dose Two";2022-01-15;12;19154;0.76125091364728
"18-49";"Dose Two";2022-01-16;11;19154;0.761825206223243
"18-49";"Dose Two";2022-01-17;17;19154;0.762712749295186
"18-49";"Dose Two";2022-01-18;22;19154;0.763861334447113
"18-49";"Dose Two";2022-01-19;30;19154;0.765427586927013
"18-49";"Dose Two";2022-01-20;21;19154;0.766523963662943
"18-49";"Dose Two";2022-01-21;26;19154;0.767881382478856
"18-49";"Dose Two";2022-01-22;10;19154;0.768403466638822
"18-49";"Dose Two";2022-01-23;7;19154;0.768768925550799
"18-49";"Dose Two";2022-01-24;12;19154;0.769395426542759
"18-49";"Dose Two";2022-01-25;16;19154;0.770230761198705
"18-49";"Dose Two";2022-01-26;15;19154;0.771013887438655
"18-49";"Dose Two";2022-01-27;14;19154;0.771744805262608
"18-49";"Dose Two";2022-01-28;19;19154;0.772736765166545
"18-49";"Dose Two";2022-01-29;6;19154;0.773050015662525
"18-49";"Dose Two";2022-01-30;1;19154;0.773102224078521
"18-49";"Dose Two";2022-01-31;7;19154;0.773467682990498
"18-49";"Dose Two";2022-02-01;8;19154;0.773885350318471
"18-49";"Dose Two";2022-02-02;8;19154;0.774303017646445
"18-49";"Dose Two";2022-02-03;6;19154;0.774616268142425
"18-49";"Dose Two";2022-02-04;13;19154;0.775294977550381
"18-49";"Dose Two";2022-02-05;4;19154;0.775503811214368
"18-49";"Dose Two";2022-02-07;8;19154;0.775921478542341
"18-49";"Dose Two";2022-02-08;10;19154;0.776443562702308
"18-49";"Dose Two";2022-02-09;11;19154;0.777017855278271
"18-49";"Dose Two";2022-02-10;9;19154;0.777487731022241
"18-49";"Dose Two";2022-02-11;13;19154;0.778166440430197
"18-49";"Dose Two";2022-02-12;2;19154;0.778270857262191
"18-49";"Dose Two";2022-02-13;1;19154;0.778323065678187
"18-49";"Dose Two";2022-02-14;8;19154;0.778740733006161
"18-49";"Dose Two";2022-02-15;3;19154;0.778897358254151
"18-49";"Dose Two";2022-02-16;1;19154;0.778949566670147
"18-49";"Dose Two";2022-02-17;4;19154;0.779158400334134
"18-49";"Dose Two";2022-02-18;5;19154;0.779419442414117
"18-49";"Dose Two";2022-02-19;1;19154;0.779471650830114
"18-49";"Dose Two";2022-02-21;2;19154;0.779576067662107
"18-49";"Dose Two";2022-02-22;5;19154;0.77983710974209
"18-49";"Dose Two";2022-02-23;5;19154;0.780098151822074
"18-49";"Dose Two";2022-02-24;6;19154;0.780411402318054
"18-49";"Dose Two";2022-02-25;4;19154;0.78062023598204
"18-49";"Dose Two";2022-02-26;2;19154;0.780724652814034
"18-49";"Dose Two";2022-02-28;4;19154;0.78093348647802
"18-49";"Dose Two";2022-03-01;3;19154;0.78109011172601
"18-49";"Dose Two";2022-03-02;4;19154;0.781298945389997
"18-49";"Dose Two";2022-03-03;6;19154;0.781612195885977
"18-49";"Dose Two";2022-03-04;7;19154;0.781977654797953
"18-49";"Dose Two";2022-03-05;1;19154;0.78202986321395
"18-49";"Dose Two";2022-03-08;1;19154;0.782082071629947
"18-49";"Dose Two";2022-03-09;3;19154;0.782238696877937
"18-49";"Dose Two";2022-03-10;2;19154;0.78234311370993
"18-49";"Dose Two";2022-03-11;2;19154;0.782447530541923
"18-49";"Dose Two";2022-03-12;1;19154;0.78249973895792
"18-49";"Dose Two";2022-03-14;3;19154;0.78265636420591
"18-49";"Dose Two";2022-03-15;4;19154;0.782865197869897
