"vac_exposure_date";"vac_number";"cancer_diagnosis_time";"n"
2021-11-17;"Dose Two";"1";21
2021-11-17;"Dose Two";"2";15
2021-11-17;"Dose Two";"3";17
2021-11-17;"Dose Two";"4";12
2021-11-17;"Booster";"0";240
2021-11-17;"Booster";"1";257
2021-11-17;"Booster";"2";239
2021-11-17;"Booster";"3";244
2021-11-17;"Booster";"4";214
2021-11-18;"Dose One";"0";6
2021-11-18;"Dose One";"1";5
2021-11-18;"Dose One";"2";7
2021-11-18;"Dose One";"3";1
2021-11-18;"Dose One";"4";3
2021-11-18;"Dose Two";"0";17
2021-11-18;"Dose Two";"1";18
2021-11-18;"Dose Two";"2";14
2021-11-18;"Dose Two";"3";13
2021-11-18;"Dose Two";"4";13
2021-11-18;"Booster";"0";247
2021-11-18;"Booster";"1";226
2021-11-18;"Booster";"2";237
2021-11-18;"Booster";"3";228
2021-11-18;"Booster";"4";233
2021-11-19;"Dose One";"0";9
2021-11-19;"Dose One";"1";5
2021-11-19;"Dose One";"2";4
2021-11-19;"Dose One";"3";5
2021-11-19;"Dose One";"4";3
2021-11-19;"Dose Two";"0";12
2021-11-19;"Dose Two";"1";11
2021-11-19;"Dose Two";"2";10
2021-11-19;"Dose Two";"3";11
2021-11-19;"Dose Two";"4";6
2021-11-19;"Booster";"0";185
2021-11-19;"Booster";"1";194
2021-11-19;"Booster";"2";184
2021-11-19;"Booster";"3";195
2021-11-19;"Booster";"4";170
2021-11-20;"Dose One";"1";1
2021-11-20;"Dose One";"4";2
2021-11-20;"Dose Two";"0";2
2021-11-20;"Dose Two";"1";2
2021-11-20;"Dose Two";"2";1
2021-11-20;"Dose Two";"3";4
2021-11-20;"Dose Two";"4";3
2021-11-20;"Booster";"0";5
2021-11-20;"Booster";"1";14
2021-11-20;"Booster";"2";15
2021-11-20;"Booster";"3";11
2021-11-20;"Booster";"4";15
2021-11-21;"Dose One";"3";1
2021-11-21;"Dose Two";"0";4
2021-11-21;"Dose Two";"1";4
2021-11-21;"Dose Two";"2";1
2021-11-21;"Dose Two";"3";3
2021-11-21;"Dose Two";"4";4
2021-11-21;"Booster";"1";1
2021-11-21;"Booster";"2";2
2021-11-21;"Booster";"3";1
2021-11-21;"Booster";"4";1
2021-11-22;"Dose One";"0";1
2021-11-22;"Dose One";"1";2
2021-11-22;"Dose One";"3";2
2021-11-22;"Dose One";"4";2
2021-11-22;"Dose Two";"0";12
2021-11-22;"Dose Two";"1";15
2021-11-22;"Dose Two";"2";11
2021-11-22;"Dose Two";"3";7
2021-11-22;"Dose Two";"4";9
2021-11-22;"Booster";"0";110
2021-11-22;"Booster";"1";135
2021-11-22;"Booster";"2";113
2021-11-22;"Booster";"3";124
2021-11-22;"Booster";"4";104
2021-11-23;"Dose One";"0";6
2021-11-23;"Dose One";"1";2
2021-11-23;"Dose One";"2";3
2021-11-23;"Dose One";"3";1
2021-11-23;"Dose One";"4";3
2021-11-23;"Dose Two";"0";31
2021-11-23;"Dose Two";"1";31
2021-11-23;"Dose Two";"2";13
2021-11-23;"Dose Two";"3";27
2021-11-23;"Dose Two";"4";20
2021-11-23;"Booster";"0";207
2021-11-23;"Booster";"1";209
2021-11-23;"Booster";"2";249
2021-11-23;"Booster";"3";171
2021-11-23;"Booster";"4";210
2021-11-24;"Dose One";"0";4
2021-11-24;"Dose One";"1";4
2021-11-24;"Dose One";"2";6
2021-11-24;"Dose One";"3";8
2021-11-24;"Dose One";"4";6
2021-11-24;"Dose Two";"0";22
2021-11-24;"Dose Two";"1";28
2021-11-24;"Dose Two";"2";22
2021-11-24;"Dose Two";"3";23
2021-11-24;"Dose Two";"4";24
2021-11-24;"Booster";"0";218
2021-11-24;"Booster";"1";259
2021-11-24;"Booster";"2";240
2021-11-24;"Booster";"3";221
2021-11-24;"Booster";"4";230
2021-11-25;"Dose One";"0";10
2021-11-25;"Dose One";"1";4
2021-11-25;"Dose One";"2";7
2021-11-25;"Dose One";"3";2
2021-11-25;"Dose One";"4";7
2021-11-25;"Dose Two";"0";27
2021-11-25;"Dose Two";"1";30
2021-11-25;"Dose Two";"2";17
2021-11-25;"Dose Two";"3";24
2021-11-25;"Dose Two";"4";28
2021-11-25;"Booster";"0";239
2021-11-25;"Booster";"1";256
2021-11-25;"Booster";"2";240
2021-11-25;"Booster";"3";232
2021-11-25;"Booster";"4";236
2021-11-26;"Dose One";"0";6
2021-11-26;"Dose One";"1";6
2021-11-26;"Dose One";"2";9
2021-11-26;"Dose One";"3";4
2021-11-26;"Dose One";"4";4
2021-11-26;"Dose Two";"0";20
2021-11-26;"Dose Two";"1";24
2021-11-26;"Dose Two";"2";28
2021-11-26;"Dose Two";"3";25
2021-11-26;"Dose Two";"4";21
2021-11-26;"Booster";"0";201
2021-11-26;"Booster";"1";232
2021-11-26;"Booster";"2";203
2021-11-26;"Booster";"3";205
2021-11-26;"Booster";"4";206
2021-11-27;"Dose One";"0";2
2021-11-27;"Dose One";"1";4
2021-11-27;"Dose One";"2";1
2021-11-27;"Dose One";"3";3
2021-11-27;"Dose One";"4";1
2021-11-27;"Dose Two";"0";14
2021-11-27;"Dose Two";"1";11
2021-11-27;"Dose Two";"2";7
2021-11-27;"Dose Two";"3";9
2021-11-27;"Dose Two";"4";5
2021-11-27;"Booster";"0";18
2021-11-27;"Booster";"1";24
2021-11-27;"Booster";"2";28
2021-11-27;"Booster";"3";26
2021-11-27;"Booster";"4";32
2021-11-28;"Dose One";"0";1
2021-11-28;"Dose One";"1";1
2021-11-28;"Dose One";"2";1
2021-11-28;"Dose One";"3";1
2021-11-28;"Dose Two";"0";5
2021-11-28;"Dose Two";"1";6
2021-11-28;"Dose Two";"2";4
2021-11-28;"Dose Two";"3";3
2021-11-28;"Dose Two";"4";5
2021-11-28;"Booster";"3";1
2021-11-28;"Booster";"4";1
2021-11-29;"Dose One";"0";6
2021-11-29;"Dose One";"1";10
2021-11-29;"Dose One";"2";3
2021-11-29;"Dose One";"3";3
2021-11-29;"Dose One";"4";6
2021-11-29;"Dose Two";"0";8
2021-11-29;"Dose Two";"1";11
2021-11-29;"Dose Two";"2";19
2021-11-29;"Dose Two";"3";12
2021-11-29;"Dose Two";"4";12
2021-11-29;"Booster";"0";126
2021-11-29;"Booster";"1";146
2021-11-29;"Booster";"2";131
2021-11-29;"Booster";"3";144
2021-11-29;"Booster";"4";141
2021-11-30;"Dose One";"0";11
2021-11-30;"Dose One";"1";5
2021-11-30;"Dose One";"2";3
2021-11-30;"Dose One";"3";5
2021-11-30;"Dose One";"4";4
2021-11-30;"Dose Two";"0";32
2021-11-30;"Dose Two";"1";20
2021-11-30;"Dose Two";"2";12
2021-11-30;"Dose Two";"3";15
2021-11-30;"Dose Two";"4";12
2021-11-30;"Booster";"0";234
2021-11-30;"Booster";"1";236
2021-11-30;"Booster";"2";212
2021-11-30;"Booster";"3";231
2021-11-30;"Booster";"4";206
2021-12-01;"Dose One";"0";12
2021-12-01;"Dose One";"1";9
2021-12-01;"Dose One";"2";4
2021-12-01;"Dose One";"3";7
2021-12-01;"Dose One";"4";5
2021-12-01;"Dose Two";"0";33
2021-12-01;"Dose Two";"1";28
2021-12-01;"Dose Two";"2";12
2021-12-01;"Dose Two";"3";21
2021-12-01;"Dose Two";"4";20
2021-12-01;"Booster";"0";247
2021-12-01;"Booster";"1";274
2021-12-01;"Booster";"2";280
2021-12-01;"Booster";"3";222
2021-12-01;"Booster";"4";287
2021-12-02;"Dose One";"0";11
2021-12-02;"Dose One";"1";8
2021-12-02;"Dose One";"2";7
2021-12-02;"Dose One";"3";10
2021-12-02;"Dose One";"4";6
2021-12-02;"Dose Two";"0";35
2021-12-02;"Dose Two";"1";39
2021-12-02;"Dose Two";"2";23
2021-12-02;"Dose Two";"3";38
2021-12-02;"Dose Two";"4";19
2021-12-02;"Booster";"0";371
2021-12-02;"Booster";"1";392
2021-12-02;"Booster";"2";391
2021-12-02;"Booster";"3";397
2021-12-02;"Booster";"4";333
2021-12-03;"Dose One";"0";7
2021-12-03;"Dose One";"1";9
2021-12-03;"Dose One";"2";8
2021-12-03;"Dose One";"3";6
2021-12-03;"Dose One";"4";9
2021-12-03;"Dose Two";"0";23
2021-12-03;"Dose Two";"1";25
2021-12-03;"Dose Two";"2";23
2021-12-03;"Dose Two";"3";20
2021-12-03;"Dose Two";"4";25
2021-12-03;"Booster";"0";332
2021-12-03;"Booster";"1";385
2021-12-03;"Booster";"2";345
2021-12-03;"Booster";"3";366
2021-12-03;"Booster";"4";358
2021-12-04;"Dose One";"0";3
2021-12-04;"Dose One";"1";4
2021-12-04;"Dose One";"2";1
2021-12-04;"Dose One";"3";2
2021-12-04;"Dose One";"4";1
2021-12-04;"Dose Two";"0";5
2021-12-04;"Dose Two";"1";3
2021-12-04;"Dose Two";"2";4
2021-12-04;"Dose Two";"3";4
2021-12-04;"Dose Two";"4";4
2021-12-04;"Booster";"0";142
2021-12-04;"Booster";"1";145
2021-12-04;"Booster";"2";138
2021-12-04;"Booster";"3";144
2021-12-04;"Booster";"4";115
2021-12-05;"Dose One";"0";4
2021-12-05;"Dose One";"1";3
2021-12-05;"Dose One";"2";2
2021-12-05;"Dose One";"4";4
2021-12-05;"Dose Two";"0";5
2021-12-05;"Dose Two";"1";3
2021-12-05;"Dose Two";"3";2
2021-12-05;"Dose Two";"4";3
2021-12-05;"Booster";"0";84
2021-12-05;"Booster";"1";100
2021-12-05;"Booster";"2";96
2021-12-05;"Booster";"3";98
2021-12-05;"Booster";"4";79
2021-12-06;"Dose One";"0";2
2021-12-06;"Dose One";"1";1
2021-12-06;"Dose One";"2";1
2021-12-06;"Dose One";"4";1
2021-12-06;"Dose Two";"0";1
2021-12-06;"Dose Two";"1";1
2021-12-06;"Dose Two";"3";2
2021-12-06;"Booster";"0";68
2021-12-06;"Booster";"1";65
2021-12-06;"Booster";"2";71
2021-12-06;"Booster";"3";67
2021-12-06;"Booster";"4";65
2021-12-07;"Dose One";"0";3
2021-12-07;"Dose One";"1";1
2021-12-07;"Dose One";"2";5
2021-12-07;"Dose One";"3";3
2021-12-07;"Dose One";"4";2
2021-12-07;"Dose Two";"0";8
2021-12-07;"Dose Two";"1";7
2021-12-07;"Dose Two";"2";8
2021-12-07;"Dose Two";"3";8
2021-12-07;"Dose Two";"4";6
2021-12-07;"Booster";"0";133
2021-12-07;"Booster";"1";172
2021-12-07;"Booster";"2";154
2021-12-07;"Booster";"3";155
2021-12-07;"Booster";"4";157
2021-12-08;"Dose One";"0";1
2021-12-08;"Dose One";"1";1
2021-12-08;"Dose One";"2";2
2021-12-08;"Dose One";"3";2
2021-12-08;"Dose Two";"0";1
2021-12-08;"Dose Two";"1";1
2021-12-08;"Dose Two";"2";3
2021-12-08;"Dose Two";"4";2
2021-12-08;"Booster";"0";56
2021-12-08;"Booster";"1";76
2021-12-08;"Booster";"2";70
2021-12-08;"Booster";"3";77
2021-12-08;"Booster";"4";65
2021-12-09;"Dose One";"0";13
2021-12-09;"Dose One";"1";9
2021-12-09;"Dose One";"2";7
2021-12-09;"Dose One";"3";6
2021-12-09;"Dose One";"4";3
2021-12-09;"Dose Two";"0";16
2021-12-09;"Dose Two";"1";17
2021-12-09;"Dose Two";"2";19
2021-12-09;"Dose Two";"3";17
2021-12-09;"Dose Two";"4";17
2021-12-09;"Booster";"0";336
2021-12-09;"Booster";"1";400
2021-12-09;"Booster";"2";369
2021-12-09;"Booster";"3";356
2021-12-09;"Booster";"4";370
2021-12-10;"Dose One";"0";7
2021-12-10;"Dose One";"1";5
2021-12-10;"Dose One";"2";4
2021-12-10;"Dose One";"3";5
2021-12-10;"Dose One";"4";3
2021-12-10;"Dose Two";"0";30
2021-12-10;"Dose Two";"1";17
2021-12-10;"Dose Two";"2";14
2021-12-10;"Dose Two";"3";19
2021-12-10;"Dose Two";"4";16
2021-12-10;"Booster";"0";376
2021-12-10;"Booster";"1";388
2021-12-10;"Booster";"2";362
2021-12-10;"Booster";"3";347
2021-12-10;"Booster";"4";321
2021-12-11;"Dose One";"0";2
2021-12-11;"Dose One";"1";2
2021-12-11;"Dose One";"3";1
2021-12-11;"Dose One";"4";2
2021-12-11;"Dose Two";"0";2
2021-12-11;"Dose Two";"1";1
2021-12-11;"Dose Two";"2";6
2021-12-11;"Dose Two";"3";4
2021-12-11;"Dose Two";"4";2
2021-12-11;"Booster";"0";109
2021-12-11;"Booster";"1";122
2021-12-11;"Booster";"2";126
2021-12-11;"Booster";"3";126
2021-12-11;"Booster";"4";125
2021-12-12;"Dose One";"0";1
2021-12-12;"Dose One";"1";1
2021-12-12;"Dose One";"2";1
2021-12-12;"Dose One";"4";3
2021-12-12;"Dose Two";"0";2
2021-12-12;"Dose Two";"1";1
2021-12-12;"Dose Two";"2";3
2021-12-12;"Dose Two";"4";1
2021-12-12;"Booster";"0";94
2021-12-12;"Booster";"1";96
2021-12-12;"Booster";"2";74
2021-12-12;"Booster";"3";80
2021-12-12;"Booster";"4";90
2021-12-13;"Dose One";"0";12
2021-12-13;"Dose One";"1";7
2021-12-13;"Dose One";"2";8
2021-12-13;"Dose One";"3";5
2021-12-13;"Dose One";"4";4
2021-12-13;"Dose Two";"0";13
2021-12-13;"Dose Two";"1";9
2021-12-13;"Dose Two";"2";6
2021-12-13;"Dose Two";"3";13
2021-12-13;"Dose Two";"4";9
2021-12-13;"Booster";"0";291
2021-12-13;"Booster";"1";339
2021-12-13;"Booster";"2";322
2021-12-13;"Booster";"3";289
2021-12-13;"Booster";"4";278
2021-12-14;"Dose One";"0";11
2021-12-14;"Dose One";"1";4
2021-12-14;"Dose One";"2";3
2021-12-14;"Dose One";"3";8
2021-12-14;"Dose One";"4";10
2021-12-14;"Dose Two";"0";22
2021-12-14;"Dose Two";"1";26
2021-12-14;"Dose Two";"2";13
2021-12-14;"Dose Two";"3";18
2021-12-14;"Dose Two";"4";23
2021-12-14;"Booster";"0";388
2021-12-14;"Booster";"1";396
2021-12-14;"Booster";"2";397
2021-12-14;"Booster";"3";391
2021-12-14;"Booster";"4";347
2021-12-15;"Dose One";"0";3
2021-12-15;"Dose One";"1";5
2021-12-15;"Dose One";"2";5
2021-12-15;"Dose One";"3";3
2021-12-15;"Dose One";"4";3
2021-12-15;"Dose Two";"0";20
2021-12-15;"Dose Two";"1";20
2021-12-15;"Dose Two";"2";23
2021-12-15;"Dose Two";"3";18
2021-12-15;"Dose Two";"4";23
2021-12-15;"Booster";"0";397
2021-12-15;"Booster";"1";391
2021-12-15;"Booster";"2";394
2021-12-15;"Booster";"3";374
2021-12-15;"Booster";"4";358
2021-12-16;"Dose One";"0";12
2021-12-16;"Dose One";"1";6
2021-12-16;"Dose One";"2";9
2021-12-16;"Dose One";"3";9
2021-12-16;"Dose Two";"0";24
2021-12-16;"Dose Two";"1";34
2021-12-16;"Dose Two";"2";18
2021-12-16;"Dose Two";"3";23
2021-12-16;"Dose Two";"4";18
2021-12-16;"Booster";"0";411
2021-12-16;"Booster";"1";422
2021-12-16;"Booster";"2";424
2021-12-16;"Booster";"3";397
2021-12-16;"Booster";"4";388
2021-12-17;"Dose One";"0";8
2021-12-17;"Dose One";"1";7
2021-12-17;"Dose One";"2";7
2021-12-17;"Dose One";"3";8
2021-12-17;"Dose One";"4";2
2021-12-17;"Dose Two";"0";22
2021-12-17;"Dose Two";"1";12
2021-12-17;"Dose Two";"2";21
2021-12-17;"Dose Two";"3";21
2021-12-17;"Dose Two";"4";19
2021-12-17;"Booster";"0";348
2021-12-17;"Booster";"1";401
2021-12-17;"Booster";"2";390
2021-12-17;"Booster";"3";410
2021-12-17;"Booster";"4";325
2021-12-18;"Dose One";"0";3
2021-12-18;"Dose One";"1";4
2021-12-18;"Dose One";"2";1
2021-12-18;"Dose Two";"0";4
2021-12-18;"Dose Two";"1";4
2021-12-18;"Dose Two";"2";4
2021-12-18;"Dose Two";"3";2
2021-12-18;"Dose Two";"4";4
2021-12-18;"Booster";"0";101
2021-12-18;"Booster";"1";118
2021-12-18;"Booster";"2";109
2021-12-18;"Booster";"3";85
2021-12-18;"Booster";"4";80
2021-12-19;"Dose One";"0";1
2021-12-19;"Dose One";"1";3
2021-12-19;"Dose One";"2";2
2021-12-19;"Dose One";"4";5
2021-12-19;"Dose Two";"0";4
2021-12-19;"Dose Two";"2";2
2021-12-19;"Dose Two";"3";2
2021-12-19;"Dose Two";"4";1
2021-12-19;"Booster";"0";38
2021-12-19;"Booster";"1";43
2021-12-19;"Booster";"2";52
2021-12-19;"Booster";"3";31
2021-12-19;"Booster";"4";36
2021-12-20;"Dose One";"0";4
2021-12-20;"Dose One";"1";5
2021-12-20;"Dose One";"2";5
2021-12-20;"Dose One";"3";3
2021-12-20;"Dose One";"4";4
2021-12-20;"Dose Two";"0";9
2021-12-20;"Dose Two";"1";15
2021-12-20;"Dose Two";"2";10
2021-12-20;"Dose Two";"3";10
2021-12-20;"Dose Two";"4";12
2021-12-20;"Booster";"0";267
2021-12-20;"Booster";"1";246
2021-12-20;"Booster";"2";237
2021-12-20;"Booster";"3";252
2021-12-20;"Booster";"4";221
2021-12-21;"Dose One";"0";10
2021-12-21;"Dose One";"1";7
2021-12-21;"Dose One";"2";12
2021-12-21;"Dose One";"3";5
2021-12-21;"Dose One";"4";6
2021-12-21;"Dose Two";"0";30
2021-12-21;"Dose Two";"1";19
2021-12-21;"Dose Two";"2";15
2021-12-21;"Dose Two";"3";13
2021-12-21;"Dose Two";"4";16
2021-12-21;"Booster";"0";344
2021-12-21;"Booster";"1";367
2021-12-21;"Booster";"2";288
2021-12-21;"Booster";"3";291
2021-12-21;"Booster";"4";314
2021-12-22;"Dose One";"0";7
2021-12-22;"Dose One";"1";5
2021-12-22;"Dose One";"2";2
2021-12-22;"Dose One";"3";5
2021-12-22;"Dose One";"4";7
2021-12-22;"Dose Two";"0";18
2021-12-22;"Dose Two";"1";17
2021-12-22;"Dose Two";"2";20
2021-12-22;"Dose Two";"3";17
2021-12-22;"Dose Two";"4";13
2021-12-22;"Booster";"0";315
2021-12-22;"Booster";"1";313
2021-12-22;"Booster";"2";287
2021-12-22;"Booster";"3";303
2021-12-22;"Booster";"4";287
2021-12-23;"Dose One";"0";8
2021-12-23;"Dose One";"1";4
2021-12-23;"Dose One";"2";1
2021-12-23;"Dose One";"3";4
2021-12-23;"Dose Two";"0";18
2021-12-23;"Dose Two";"1";18
2021-12-23;"Dose Two";"2";19
2021-12-23;"Dose Two";"3";14
2021-12-23;"Dose Two";"4";13
2021-12-23;"Booster";"0";285
2021-12-23;"Booster";"1";321
2021-12-23;"Booster";"2";265
2021-12-23;"Booster";"3";237
2021-12-23;"Booster";"4";247
2021-12-24;"Dose One";"0";4
2021-12-24;"Dose One";"1";3
2021-12-24;"Dose One";"2";1
2021-12-24;"Dose One";"4";1
2021-12-24;"Dose Two";"0";4
2021-12-24;"Dose Two";"1";4
2021-12-24;"Dose Two";"2";4
2021-12-24;"Dose Two";"3";8
2021-12-24;"Dose Two";"4";6
2021-12-24;"Booster";"0";82
2021-12-24;"Booster";"1";100
2021-12-24;"Booster";"2";103
2021-12-24;"Booster";"3";88
2021-12-24;"Booster";"4";93
2021-12-26;"Booster";"0";2
2021-12-26;"Booster";"2";2
2021-12-27;"Dose One";"0";5
2021-12-27;"Dose One";"1";3
2021-12-27;"Dose One";"2";1
2021-12-27;"Dose One";"3";4
2021-12-27;"Dose One";"4";1
2021-12-27;"Dose Two";"0";8
2021-12-27;"Dose Two";"1";8
2021-12-27;"Dose Two";"2";10
2021-12-27;"Dose Two";"3";8
2021-12-27;"Dose Two";"4";7
2021-12-27;"Booster";"0";176
2021-12-27;"Booster";"1";185
2021-12-27;"Booster";"2";164
2021-12-27;"Booster";"3";140
2021-12-27;"Booster";"4";149
2021-12-28;"Dose One";"0";5
2021-12-28;"Dose One";"1";2
2021-12-28;"Dose One";"3";5
2021-12-28;"Dose One";"4";1
2021-12-28;"Dose Two";"0";11
2021-12-28;"Dose Two";"1";15
2021-12-28;"Dose Two";"2";17
2021-12-28;"Dose Two";"3";11
2021-12-28;"Dose Two";"4";9
2021-12-28;"Booster";"0";217
2021-12-28;"Booster";"1";272
2021-12-28;"Booster";"2";260
2021-12-28;"Booster";"3";218
2021-12-28;"Booster";"4";204
2021-12-29;"Dose One";"0";3
2021-12-29;"Dose One";"1";7
2021-12-29;"Dose One";"2";2
2021-12-29;"Dose One";"3";5
2021-12-29;"Dose One";"4";1
2021-12-29;"Dose Two";"0";11
2021-12-29;"Dose Two";"1";18
2021-12-29;"Dose Two";"2";9
2021-12-29;"Dose Two";"3";5
2021-12-29;"Dose Two";"4";9
2021-12-29;"Booster";"0";203
2021-12-29;"Booster";"1";212
2021-12-29;"Booster";"2";201
2021-12-29;"Booster";"3";183
2021-12-29;"Booster";"4";187
2021-12-30;"Dose One";"0";7
2021-12-30;"Dose One";"2";3
2021-12-30;"Dose One";"3";4
2021-12-30;"Dose Two";"0";21
2021-12-30;"Dose Two";"1";10
2021-12-30;"Dose Two";"2";7
2021-12-30;"Dose Two";"3";5
2021-12-30;"Dose Two";"4";14
2021-12-30;"Booster";"0";198
2021-12-30;"Booster";"1";215
2021-12-30;"Booster";"2";187
2021-12-30;"Booster";"3";191
2021-12-30;"Booster";"4";187
2021-12-31;"Dose One";"0";1
2021-12-31;"Dose One";"2";1
2021-12-31;"Dose One";"4";1
2021-12-31;"Dose Two";"0";4
2021-12-31;"Dose Two";"1";4
2021-12-31;"Dose Two";"2";8
2021-12-31;"Dose Two";"3";2
2021-12-31;"Dose Two";"4";4
2021-12-31;"Booster";"0";53
2021-12-31;"Booster";"1";88
2021-12-31;"Booster";"2";70
2021-12-31;"Booster";"3";76
2021-12-31;"Booster";"4";66
2022-01-01;"Booster";"0";1
2022-01-01;"Booster";"1";4
2022-01-01;"Booster";"3";2
2022-01-02;"Dose One";"0";1
2022-01-02;"Dose One";"1";1
2022-01-02;"Dose Two";"0";6
2022-01-02;"Dose Two";"1";5
2022-01-02;"Dose Two";"2";3
2022-01-02;"Dose Two";"3";4
2022-01-02;"Dose Two";"4";3
2022-01-02;"Booster";"0";71
2022-01-02;"Booster";"1";70
2022-01-02;"Booster";"2";63
2022-01-02;"Booster";"3";72
2022-01-02;"Booster";"4";80
2022-01-03;"Dose One";"0";2
2022-01-03;"Dose One";"1";2
2022-01-03;"Dose One";"2";2
2022-01-03;"Dose One";"3";1
2022-01-03;"Dose Two";"0";8
2022-01-03;"Dose Two";"1";5
2022-01-03;"Dose Two";"2";2
2022-01-03;"Dose Two";"3";4
2022-01-03;"Dose Two";"4";5
2022-01-03;"Booster";"0";139
2022-01-03;"Booster";"1";173
2022-01-03;"Booster";"2";131
2022-01-03;"Booster";"3";139
2022-01-03;"Booster";"4";128
2022-01-04;"Dose One";"0";1
2022-01-04;"Dose One";"1";3
2022-01-04;"Dose One";"2";3
2022-01-04;"Dose One";"3";2
2022-01-04;"Dose One";"4";1
2022-01-04;"Dose Two";"0";8
2022-01-04;"Dose Two";"1";12
2022-01-04;"Dose Two";"2";14
2022-01-04;"Dose Two";"3";10
2022-01-04;"Dose Two";"4";5
2022-01-04;"Booster";"0";192
2022-01-04;"Booster";"1";215
2022-01-04;"Booster";"2";149
2022-01-04;"Booster";"3";181
2022-01-04;"Booster";"4";188
2022-01-05;"Dose One";"0";2
2022-01-05;"Dose One";"1";1
2022-01-05;"Dose One";"3";2
2022-01-05;"Dose One";"4";1
2022-01-05;"Dose Two";"0";12
2022-01-05;"Dose Two";"1";6
2022-01-05;"Dose Two";"2";3
2022-01-05;"Dose Two";"3";7
2022-01-05;"Dose Two";"4";4
2022-01-05;"Booster";"0";111
2022-01-05;"Booster";"1";99
2022-01-05;"Booster";"2";89
2022-01-05;"Booster";"3";94
2022-01-05;"Booster";"4";102
2022-01-06;"Booster";"1";1
2022-01-07;"Dose One";"0";4
2022-01-07;"Dose One";"1";3
2022-01-07;"Dose One";"2";1
2022-01-07;"Dose One";"3";1
2022-01-07;"Dose One";"4";3
2022-01-07;"Dose Two";"0";7
2022-01-07;"Dose Two";"1";10
2022-01-07;"Dose Two";"2";7
2022-01-07;"Dose Two";"3";6
2022-01-07;"Dose Two";"4";3
2022-01-07;"Booster";"0";143
2022-01-07;"Booster";"1";164
2022-01-07;"Booster";"2";147
2022-01-07;"Booster";"3";142
2022-01-07;"Booster";"4";123
2022-01-08;"Dose One";"0";1
2022-01-08;"Dose One";"1";1
2022-01-08;"Dose Two";"0";2
2022-01-08;"Dose Two";"1";4
2022-01-08;"Dose Two";"2";5
2022-01-08;"Dose Two";"3";6
2022-01-08;"Booster";"0";103
2022-01-08;"Booster";"1";117
2022-01-08;"Booster";"2";86
2022-01-08;"Booster";"3";99
2022-01-08;"Booster";"4";86
2022-01-09;"Dose One";"1";1
2022-01-09;"Dose One";"2";1
2022-01-09;"Dose One";"3";1
2022-01-09;"Dose One";"4";1
2022-01-09;"Dose Two";"0";3
2022-01-09;"Dose Two";"1";2
2022-01-09;"Dose Two";"2";1
2022-01-09;"Dose Two";"3";2
2022-01-09;"Dose Two";"4";2
2022-01-09;"Booster";"0";90
2022-01-09;"Booster";"1";92
2022-01-09;"Booster";"2";79
2022-01-09;"Booster";"3";75
2022-01-09;"Booster";"4";70
2022-01-10;"Dose One";"0";3
2022-01-10;"Dose One";"1";5
2022-01-10;"Dose One";"3";3
2022-01-10;"Dose One";"4";1
2022-01-10;"Dose Two";"0";9
2022-01-10;"Dose Two";"1";10
2022-01-10;"Dose Two";"2";11
2022-01-10;"Dose Two";"3";2
2022-01-10;"Dose Two";"4";3
2022-01-10;"Booster";"0";165
2022-01-10;"Booster";"1";176
2022-01-10;"Booster";"2";142
2022-01-10;"Booster";"3";156
2022-01-10;"Booster";"4";143
2022-01-11;"Dose One";"0";1
2022-01-11;"Dose One";"1";2
2022-01-11;"Dose One";"2";1
2022-01-11;"Dose One";"3";3
2022-01-11;"Dose One";"4";3
2022-01-11;"Dose Two";"0";13
2022-01-11;"Dose Two";"1";10
2022-01-11;"Dose Two";"2";7
2022-01-11;"Dose Two";"3";12
2022-01-11;"Dose Two";"4";10
2022-01-11;"Booster";"0";179
2022-01-11;"Booster";"1";167
2022-01-11;"Booster";"2";140
2022-01-11;"Booster";"3";159
2022-01-11;"Booster";"4";142
2022-01-12;"Dose One";"0";4
2022-01-12;"Dose One";"1";5
2022-01-12;"Dose One";"3";5
2022-01-12;"Dose One";"4";1
2022-01-12;"Dose Two";"0";10
2022-01-12;"Dose Two";"1";15
2022-01-12;"Dose Two";"2";16
2022-01-12;"Dose Two";"3";8
2022-01-12;"Dose Two";"4";5
2022-01-12;"Booster";"0";212
2022-01-12;"Booster";"1";195
2022-01-12;"Booster";"2";170
2022-01-12;"Booster";"3";139
2022-01-12;"Booster";"4";173
2022-01-13;"Dose One";"0";3
2022-01-13;"Dose One";"1";3
2022-01-13;"Dose One";"2";2
2022-01-13;"Dose One";"3";1
2022-01-13;"Dose One";"4";1
2022-01-13;"Dose Two";"0";25
2022-01-13;"Dose Two";"1";17
2022-01-13;"Dose Two";"2";8
2022-01-13;"Dose Two";"3";14
2022-01-13;"Dose Two";"4";10
2022-01-13;"Booster";"0";192
2022-01-13;"Booster";"1";193
2022-01-13;"Booster";"2";156
2022-01-13;"Booster";"3";148
2022-01-13;"Booster";"4";110
2022-01-14;"Dose One";"0";2
2022-01-14;"Dose One";"1";4
2022-01-14;"Dose One";"2";1
2022-01-14;"Dose One";"3";1
2022-01-14;"Dose One";"4";2
2022-01-14;"Dose Two";"0";17
2022-01-14;"Dose Two";"1";7
2022-01-14;"Dose Two";"2";10
2022-01-14;"Dose Two";"3";10
2022-01-14;"Dose Two";"4";9
2022-01-14;"Booster";"0";168
2022-01-14;"Booster";"1";179
2022-01-14;"Booster";"2";177
